id,title,description,tiny_description,short_description,medium_description,long_description,price,shelf_time,campus_id,last_update,archived,taxable,category_names,vendor,source,notes,total_cal,num_servings,ingredients,calories,proteins,sugar,carbohydrates,fat,consumer_category,ws_case_size,kiosk_ship_qty,pick_station,fc_title,width_space,height_space,depth_space,slotted_width,tag_volume,delivery_option,tag_applied_by,,,,,
3816,Sonoma Muffin - Breakfast Burrito with Sausage,* Spicy,null,null,null,null,6.99,9,87,1524454849,0,0,"Breakfast Burritos, Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Sonoma Muffin,Sonoma Muffin,null,530,1,"cooked potaoes, scrambled eggs, flour tortilla, cheese (cheddar, monterey jack) picante sauce, , crushed red chilli, powdered cellulose, potato starch or corn starch, sausage",530,23,2,39,30,Breakfast,12,1,3,Breakfast Burritos_Meat,3,6,3,3,2000,P,W,,,,,
3817,Guayaki - Mint Organic Yerba Mate,.,null,null,null,null,2.99,180,87,1504452066,1,0,Tea;Drinks,Guayaki,Morris Distributing,null,50,1,"purified water, organic cane sugar, organic lemon juice and citric acid",50,0,10,10,0,Drinks,12,1,2,Tea,2.5,7.25,2.5,2.5,null,M,null,,,,,
3818,Guayaki - Raspberry Organic Yerba Mate,.,null,null,null,null,2.99,180,87,1504452066,1,0,Tea;Drinks,Guayaki,Morris Distributing,null,60,1,"purified water, organic cane sugar, organic rasberry juice concentrate,organic cranberry concentrate, natural flavor and citric acid",60,0,12,12,0,Drinks,12,1,2,Tea,2.5,7.25,2.5,2.5,null,M,null,,,,,
3819,Guayaki - Pomegranate Organic Yerba Mate,.,null,null,null,null,2.99,180,87,1504452066,1,0,Tea;Drinks,Guayaki,Morris Distributing,null,999,2,null,55,0,13,13,0,Drinks,12,1,2,Tea,2.5,7.25,2.5,2.5,null,M,null,,,,,
3821,Chinese Salad with Tofu,.,null,null,null,null,7.95,5,87,1469734866,1,0,Lettuce & Vegetable Salad;salads,Delicious!,Delicious!,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3858,The Town Kitchen - Town Kitchen Weekly Special Entree,"Ancho Chile Beef Burrito Bowl w/ Shredded Cheddar, Corn, Olives & Avocado-Lime Dressing",null,null,null,null,7.25,4,87,1505197581,1,0,Ready-to-Eat Entree;Entrees,The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Entrees,1,1,1,Entree_Meat,null,null,null,null,null,M,null,,,,,
3859,The Town Kitchen - Town Kitchen Weekly Special Salad,"Winter Spinach Salad w/ Feta, Cranberries, Poached Pear, Pickled Onions, Cucumber & Honey Orange Dressing",null,null,null,null,5.99,4,87,1510290115,1,0,Lettuce & Vegetable Salad;Salads,The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Soups & Salads,1,1,1,Salads_Meat,7.25,6.5,2,6.5,null,M,null,,,,,
3860,Crudites with Hummus,.,null,null,null,null,4.2,5,87,1494169449,1,0,Vegetables and healthy snacks;Snacks,Delicious!,Delicious!,null,999,1,null,9999,null,null,null,null,Snacks,6,1,2,null,null,null,null,null,null,M,null,,,,,
3876,Project Juice Spring Rolls,.,null,null,null,null,8.95,4,87,1469735596,1,0,snacks;Vegetables and healthy snacks,Project Juice,Project Juice,null,999,1,null,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3877,Rustic Bakery - Sourdough Baguette with Ham and Brie,"Zoe's Smoked Ham, Marin French Brie Cheese, Strauss Organic Butter on a Rustic Bakery Sourdough Baguette Roll",null,null,null,null,6.75,7,87,1494169450,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Rustic Bakery,Rustic Bakery,null,999,1,"smoked ham, marin french brie cheese, strauss organic butter,  sourdough baguette roll",9999,null,null,null,null,Sandwiches & Wraps,1,1,3,null,null,null,null,null,null,M,null,,,,,
3878,Rustic Bakery - Breakfast Panini with Organic Eggs Ham & Cheese,"Scrambled Organic Eggs, Zoe's Smoked Ham, Provolone & Gruyere Cheese on a Rustic Bakery Focaccia Roll",null,null,null,null,6.99,7,87,1522797353,1,0,"Breakfast Burritos, Sandwiches & Wraps;Sandwiches, Wraps & Burritos",Rustic Bakery,Rustic Bakery,null,999,1,"scrambled organic eggs, smoked ham, provolone & gruyere cheese focaccia roll",580,29,0,57,26,Breakfast,1,1,3,Breakfast Sandwiches_Meat,5,2.5,4.5,2.5,500,P,V,,,,,
3894,Little Green Cyclo Cabbage Salad with Eggplant,.,null,null,null,null,8,7,87,1469736105,1,0,Lettuce & Vegetable Salad;salads,Little Green Cyclo,Little Green Cyclo,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3903,The Town Kitchen - Town Kitchen Weekly Special Sandwich,"Farmers' Sando w/ Roasted Mushroom, Basil Aioli, Mozzarella, Arugula",null,null,null,null,5.99,4,87,1510290115,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",The Town Kitchen,The Town Kitchen,null,999,1,"telera bread, squash, mushroom, bell pepper, eggplant, mozzerella, arugula, balsamic, basil, mayo, egg, olive oil, salt, pepper",9999,null,null,null,null,Sandwiches & Wraps,1,1,1,Other Sandwiches,7.25,6.5,2.5,6.5,null,M,null,,,,,
3904,The Town Kitchen - Town Kitchen Weekly Special Vegetarian Sandwich,"Seared Falafel Burger w/ Dill Tzatziki, Cucumber Slaw & Pickled Onions",null,null,null,null,6.75,4,87,1505197581,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Sandwiches & Wraps,1,1,1,Entree_Veg,7.25,6.5,2.5,6.5,null,M,null,,,,,
3916,Odwalla - Odwalla Vanilla Protein,.,null,null,null,null,3.89,90,87,1517533993,0,0,"Juice, Smoothies & Blends;Drinks",Odwalla,Odwalla,null,370,1,"soymilk (water and soybeans), filtered water, cane sugar, milk protein concentrate, isolated soy protein, less than 2% of: vanilla extract, tricalcium phosphate, carrageenan, sea salt, agar, zinc gluconate, vitamin b6 (pyridoxine hydrochloride) and vitamin b12 (cyanocobalamin)",370,32,43,46,6,Drinks,8,1,2,Smoothies & Yogurt Drinks,2.5,7,2.5,2.5,1000,P,null,,,,,
3925,BOXiChef - Chicken Banh Mi Sandwich,Seasoned Mary's Free Range Chicken and Pickled Carrots on Sliced Sourdough,null,null,null,null,9.25,4,87,1470634472,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Free Range Chicken, Pickled Carrots, Sliced Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3926,BOXiChef - Prosciutto Caprese Sandwich,"Prosciutto, Fresh Mozzarella, Tomato, Pesto on Sliced Sourdough",null,null,null,null,9.25,4,87,1470634621,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Prosciutto, Fresh Mozzarella, Tomato, Pesto, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3927,BOXiChef - Veggie Sandwich,"Mixed vegetables, provolone cheese, pesto spread on sliced sourdough *Veg",null,null,null,null,9,4,87,1470634451,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Mixed vegetables, Provolone Cheese, Pesto Spread, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3929,Boulder Organic - Roasted Basil Tomato Soup,.,null,null,null,null,7.99,60,87,1470188823,1,0,Soup and Stew;soups,Boulder Organic,UNFI,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3930,Boulder Organic - Carrot Ginger with Coconut,.,null,null,null,null,7.99,60,87,1470188804,1,0,Soup and Stew;soups,Boulder Organic,UNFI,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3931,Boulder Organic - Cuban Black Bean Soup,.,null,null,null,null,7.99,60,87,1470188774,1,0,Soup and Stew;soups,Boulder Organic,UNFI,null,999,1,null,999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3932,Califia Farms - Dirty Chai Iced Coffee with Almond Milk,"Cold Brew and Almondmilk with Sweet, Spicy Chai",null,null,null,null,3.5,90,87,1504452067,1,0,Coffee;Drinks,Califia Farms,UNFI,null,110,1,"coffee*(filtered water, coffee extract) almondmilk (filtered water, almonds) tea (water, black tea extract, darjeeling tea extract) pure cane sugar, cocoa powder (processed with alkkali) ginger, calcium carbonate, gellan gum, locust bean gum, potassium citrate, natural flavors, sunflower lecithin, sea salt,",110,2,13,17,4,Drinks,8,1,2,Iced Coffee,null,null,null,null,null,M,null,,,,,
3933,Califia Farms - XX Espresso Pure Iced Coffee with Almond Milk,Cold brew coffee with a double dose of caffeine and almond milk,null,null,null,null,3.99,90,87,1516745055,1,0,Coffee;Drinks,Califia Farms,UNFI,null,110,1,"coffee*(filtered water, coffee extract) almondmilk (filtered water, almonds) pure cane sugar, cocoa powder (processed with alkkali) vitamins/minerals blend [vitamin a, vitamin e, vitamin d2, vitamin b2, vitamin b12, zinc sulfate, calcium carbonate, gellan gum, locust bean gum, potassium citrate, natural flavors, sunflower lecithin, sea salt,",110,2,13,17,4.5,Drinks,8,1,2,Iced Coffee,null,null,null,null,null,M,null,,,,,
3934,Califia Farms - Cocoa Noir Iced Coffee with Almond Milk,"Cold Brew Coffee, double dark chocolate, and creamy smooth Almondmilk",null,null,null,null,3.99,90,87,1516745055,1,0,Coffee;Drinks,Califia Farms,UNFI,null,120,1,"coffee*(filtered water, coffee extract) almondmilk (filtered water, almonds) pure cane sugar, cocoa powder (processed with alkkali) vitamins/minerals blend [vitamin a, vitamin e, vitamin d2, vitamin b2, vitamin b12, zinc sulfate, calcium carbonate, gellan gum, locust bean gum, potassium citrate, natural flavors, sunflower lecithin, sea salt,",120,2,16,22,4.5,Drinks,8,1,2,Iced Coffee,null,null,null,null,null,M,null,,,,,
3947,The Town Kitchen - Town Kitchen Weekly Special Wrap,"Chicken Fajita Wrap w/ Chipotle Black Beans, Caramelized Onions, & Roasted Peppers",null,null,null,null,5.99,4,87,1505197581,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",The Town Kitchen,The Town Kitchen,null,999,1,null,9999,null,null,null,null,Sandwiches & Wraps,1,1,1,Burritos and Wraps_Meat,2.25,7.5,2.25,2.25,null,M,null,,,,,
3948,Rustic Bakery - Crostini with Fromage Blanc,Rustic Bakery Cranberry Pecan Pan Forte with Cowgirl Creamery Fromage Blanc,null,null,null,null,4.25,14,87,1494169450,1,0,Sweet Snacks & Dessert;Snacks,Rustic Bakery,Rustic Bakery,null,999,1,"cranberry, pecan, fromage blanc",9999,null,null,null,null,Snacks,1,1,1,null,null,null,null,null,null,M,null,,,,,
3949,Rustic Bakery - Whole Grain Flatbread with Chickpea Lemon Hummus,Rustic Bakery Whole Grain Flatbread Crackers with Chickpea Meyer Lemon Hummus,null,null,null,null,4.25,14,87,1494169449,1,0,Vegetables and healthy snacks;Snacks,Rustic Bakery,Rustic Bakery,null,999,1,"flatbread crackers, chickpea, meyer lemon, hummus",9999,null,null,null,null,Snacks,1,1,1,null,null,null,null,null,null,M,null,,,,,
3950,Slingshot - Blueberry,.,null,null,null,null,4.79,30,87,1526426647,0,0,Yogurt & Dairy;Snacks,SlingShot,SlingShot,null,332,1,"(drink) lowfat milk, spinach, pineapple juice concentrate, milk protein concentrate, water, natural flavors, ginger extract, fruit and vegetable juice for color, turmeric, lemon juice concentrate (shot) toasted oats, chia seeds, almond bits, honey, sunflower oil",332,18,32,41,10,Breakfast,6,1,2,Yogurt,2.75,6,2.75,2.75,1000,P,W,,,,,
3952,TestPic,,null,null,null,null,1,1,87,1460433840,1,0,null,,null,null,null,null,null,null,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3953,TestPic2,,null,null,null,null,1,1,87,1460433972,1,0,null,,null,null,null,null,null,null,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3954,BOXiChef - Pear and Brie Baguette,"Pear, Brie, Arugula on French Roll *Vegetarian",null,null,null,null,9,4,87,1470634574,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Pear, Brie, Arugula, French Roll.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3955,BOXiChef - Roast Beef and Blue Cheese,"Niman Ranch All Natural Roast Beef, Crumbled Blue Cheese, Arugula on Sliced Sourdough",null,null,null,null,9.25,4,87,1470634638,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"All Natural Roast Beef, Blue Cheese, Arugula, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3956,BOXiChef - Chicken Chimichurri Sandwich,"Mary's Free Range Chicken Breast, Roasted Peppers and Chimichurri Aioli on Sliced Sourdough",null,null,null,null,9.25,4,87,1470634486,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Range Chicken Breast, Roasted Peppers, Chimichurri Aioli, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3962,Justin's - Pretzels with Almond Butter,Lightly salted pretzel sticks with Justin's Classic Almond Butter (v),null,null,null,null,2.99,365,87,1470188415,1,0,snacks;Sweet Snacks & Dessert,Justin's,UNFI,null,999,1,"Almond Butter, Pretzel, Salt.",999,null,null,null,null,Desserts,null,null,null,null,null,null,null,null,null,M,null,,,,,
3963,Justin's - Pretzels with Maple Almond Butter,Lightly salted pretzels with maple-almond butter. (v),null,null,null,null,2.99,365,87,1470188398,1,0,snacks;Sweet Snacks & Dessert,Justin's,UNFI,null,999,1,"Mapple Almond Butter, Pretzel, Salt.",999,null,null,null,null,Desserts,null,null,null,null,null,null,null,null,null,M,null,,,,,
3964,Justin's - Pretzels with Hazelnut Almond Butter,Lightly salted pretzel sticks with Justin's Chocolate Hazelnut Butter (v),null,null,null,null,2.99,365,87,1470188366,1,0,snacks;Sweet Snacks & Dessert,Justin's,UNFI,null,999,1,"Chocolate Hazelnut Butter, Pretzel, Salt.",999,null,null,null,null,Desserts,null,null,null,null,null,null,null,null,null,M,null,,,,,
3965,Chameleon - Chameleon Cold Brew,Original black cold-brew with notes of cocoa and toffee. Contains caffeine.,null,null,null,null,4.99,90,87,1516320926,1,0,Coffee;Drinks,Chameleon,UNFI,null,0,1,"filtered (texas hill country), water, organic (ethically sourced) coffee",0,0,0,0,0,Drinks,12,1,2,Iced Coffee,2.25,6.75,2.25,2.25,null,M,null,,,,,
3966,Chameleon - Chicory Cold Brew,Chameleon’s signature cold-brew with a dash of spicy chicory. Contains caffeine.,null,null,null,null,4.99,90,87,1512235264,1,0,Coffee;Drinks,Chameleon,UNFI,null,35,1,"coffee, chicory",35,0,9,9,0,Drinks,12,1,2,Iced Coffee,2.25,6.75,2.25,2.25,null,M,null,,,,,
3967,Chameleon - Mocha Cold Brew,Lightly sweetened cocoa brings out the chocolate notes in our original bean blend. Contains caffeine.,null,null,null,null,4.99,90,87,1512235264,1,0,Coffee;Drinks,Chameleon,UNFI,null,40,1,"cocoa, coffee",40,0,9,9,0,Drinks,12,1,2,Iced Coffee,2.25,6.75,2.25,2.25,null,M,null,,,,,
3968,Oh Snap! - Hottie Pickle,"Whole mildly spicy dill pickle with a smooth, roundhouse kick",null,null,null,null,1.49,90,87,1470188280,1,0,Salty Snack;snacks,Oh Snap!,UNFI,null,999,1,Dill pickle.,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3969,Oh Snap! - Gone Dilly Pickle,Whole classic kosher dill pickle with a delicious snap,null,null,null,null,1.49,90,87,1470188255,1,0,Salty Snack;snacks,Oh Snap!,UNFI,null,999,1,Kosher Dill Pickle,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3970,Oh Snap! - Dilly Bites,Classic dill pickle - already sliced to add to your favorite salad or sandwich or to eat on their own.,null,null,null,null,1.49,90,87,1470188231,1,0,Salty Snack;snacks,Oh Snap!,UNFI,null,999,1,Dill pickle.,999,null,null,null,null,Snacks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3971,Project Juice Arugula Beet Quinoa Salad,"Antioxidant Salad with Roasted Beets, Qunioa and Arugula, topped with Candied Pecans, Pickled Onions and Pomegranate Vinaigrette",null,null,null,null,10.95,4,87,1470188211,1,0,Lettuce & Vegetable Salad;salads,Project Juice,Project Juice,null,999,1,"Roasted Beets, Qunioa, Arugula, Candied Pecans, Pickled Onion, Pomegranate Vinaigrette.",999,null,null,null,null,Soups & Salads,null,null,null,null,null,null,null,null,null,M,null,,,,,
3976,BOXiChef - Honey Ham and Swiss Cheese,All Natural Honey Ham and Swiss Cheese on sliced sourdough,null,null,null,null,9.25,4,87,1470634515,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"All Natural Honey Ham, Swiss Cheese, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3977,BOXiChef - Pesto Caprese,"Fresh Mozzarella, Tomato, Basil, Pesto on sliced sourdough *Vegetarian",null,null,null,null,9,4,87,1470634592,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Fresh Mozzarella, Tomato, Basil, Pesto, Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
3979,WTR MLN - Watermelon Water,"100% Juice - Watermelon Flesh, Rind and Organic Lemon",null,null,null,null,4.99,50,87,1516320926,1,0,"Juice, Smoothies & Blends;Drinks",WTR MLN,UNFI,null,60,1.5,"watermelon flesh, rind, organic lemon",60,1,12,15,0,Drinks,12,1,2,Coconut Water,null,null,null,null,null,M,null,,,,,
3980,RUNA - Clean Energy Zero Lime,.,null,null,null,null,2.59,50,87,1505197582,1,0,Tea;Drinks,RUNA,UNFI,null,0,1,"*brewed organic guayusa (purified water and organic guaysusa leaves), organic pears juice concentrate, organic lime flavor, citric acid, ascorbic acid (vitamin c), natural flavors",0,0,0,1,0,Drinks,12,1,2,Tea,2.25,8,2.25,2.25,null,M,null,,,,,
3981,RUNA - Clean Energy Zero Guava,.,null,null,null,null,2.59,50,87,1505197582,1,0,Tea;Drinks,RUNA,UNFI,null,0,1,"brewed organic guayusa, organic pear juice concentrate, organic guava flavor, l-malic acid, natural flavor, ascorbic acid (vitamin c)",0,0,0,1,0,Drinks,12,1,2,Tea,2.25,8,2.25,2.25,null,M,null,,,,,
3984,Project Juice Recharge,"An energizing blend of citrus, root veggies and coconut to hydrate, balance and restore for spring.Orange, Strawberry, Young Coconut Water, Grapefruit, Beet, Ginger, Lemon",null,null,null,null,9,21,87,1470188048,1,0,"drinks;Juice, Smoothies & Blends",Project Juice,Project Juice,null,999,1,"Citrus, Root Veggies, Coconut, Orange, Strawberry, Young Coconut Water, Grapefruit, Beet, Ginger, Lemon.",999,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3985,Project Juice Potion 10,"Pineapple, Pear, Cucumber, Kale, Spinach. Romaine, Parsley, Ginger, Turmeric, Lime.",null,null,null,null,9.75,21,87,1470188027,1,0,"drinks;Juice, Smoothies & Blends",Project Juice,Project Juice,null,160,1,"Pineapple, Pear, Cucumber, Kale, Spinach. Romaine, Parsley, Ginger, Turmeric, Lime.",160,null,null,null,null,Drinks,null,null,null,null,null,null,null,null,null,M,null,,,,,
3991,Odwalla - Odwalla Mango Tango,.,null,null,null,null,3.89,90,87,1517533993,0,0,"Juice, Smoothies & Blends;Drinks",Odwalla,Odwalla,null,260,1,"orange and apple juices from concentrate, mango puree, banana puree, lemon juice concentrate, vitamin e, vitamin c, beta carotene, and gellan gum",260,1,57,65,0,Drinks,8,1,2,Smoothies & Yogurt Drinks,2.5,7,2.5,2.5,1000,P,null,,,,,
4001,Rustic Bakery - Vanilla Yogurt Parfait,"Straus Rich Vanilla Yogurt, Organic Mixed Berries, Rustic Bakery Vanilla Pecan Granola. Assemble your own fresh and delicious parfait.",null,null,null,null,7.99,10,87,1510290115,1,0,Yogurt & Dairy;Snacks,Rustic Bakery,Rustic Bakery,null,999,1,"straus rich vanilla yogurt, organic mixed berries, rustic bakery vanilla pecan granola",9999,null,null,null,null,Breakfast,1,1,1,Parfaits,3.75,4.25,3.75,3.75,null,M,null,,,,,
4002,Rustic Bakery - Greek Yogurt Parfait with Honey,"Straus Rich Greek Yogurt with Organic Blueberries, Toasted Seeds, and Almonds with a drizzle of Honey. Assemble your own fresh and delicious parfait.",null,null,null,null,7.99,10,87,1510290115,1,0,Yogurt & Dairy;Snacks,Rustic Bakery,Rustic Bakery,null,999,1,"yogurt, organic blueberries, toasted seeds, almonds, honey",9999,null,null,null,null,Breakfast,1,1,2,Parfaits,3.75,4.25,3.75,3.75,null,M,null,,,,,
4003,BOXiChef - Mango Chutney Curried Chicken Sandwich,"Curried Mary's Free Range Chicken with tangy mango chutney on sliced sourdough. *contains Eggs, Dairy, Soy, Wheat. May Contain Traces of Nuts.",null,null,null,null,9.25,4,87,1470634558,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Free Range Chicken, Tangy Mango Chutney, Sourdough, Eggs, Dairy, Soy, Wheat, Nuts.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,
4004,BOXiChef - Turkey Pesto Sandwich,"Turkey, Swiss Cheese, Savory Pesto on Sliced Sourdough",null,null,null,null,9.25,4,87,1470634417,1,0,"Sandwiches & Wraps;Sandwiches, Wraps & Burritos",BOXiChef,BOXiChef,null,999,1,"Turkey, Swiss Cheese, Savory Pesto, Sliced Sourdough.",999,null,null,null,null,Sandwiches & Wraps,null,null,null,null,null,null,null,null,null,M,null,,,,,42,87,1527120885,0,0,Kombucha;Drinks,GT Kombucha,Good Stuff,null,null,2,"G.T.'s Kombucha* (Kombucha Culture*, Black Tea*, Green Tea*, Kiwi Juice*), cherry juice*, coconut*, lemongrass*, vanilla.* - *Organically Produced.",30,0,8,8,0,Drinks,12,null,null,Probiotic Drink,null,null,null,null,1000,P,W,,,,,